,Sha1ID,Malicious,Day count Mean,Day count STD,Max Day count,Min Day count,Size,WebFileUrlDomain,DTW k-mean,DTW k-median,DTW k-STD,DTW k-Malicious(%),Euclidean k-mean,Euclidean k-median,Euclidean k-STD,Euclidean k-Malicious(%)
1382,6605504,True,0.25,0.4522670168666454,1.0,0.0,630784,freenet.de,0.0,0.0,0.0,100.0,0.4666666666666667,0.0,0.4988876515698589,100.0
1383,6618267,True,0.08333333333333333,0.2886751345948129,1.0,0.0,2058,qq.com,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1384,6623923,True,0.16666666666666666,0.38924947208076144,1.0,0.0,229376,gobizmail.com,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1385,6624210,True,0.08333333333333333,0.2886751345948129,1.0,0.0,3658,tiscali.it,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1386,6632515,True,0.08333333333333333,0.2886751345948129,1.0,0.0,857088,yandex.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1387,6634005,True,0.08333333333333333,0.2886751345948129,1.0,0.0,766968,yandex.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1388,6634552,True,0.08333333333333333,0.2886751345948129,1.0,0.0,799744,yandex.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1389,6637411,True,1.0,1.4142135623730951,5.0,0.0,631296,aol.com,2.6666666666666665,3.0,1.0110500592068734,73.33333333333333,2.6199129357122644,2.8284271247461903,0.36885797983444624,33.333333333333336
1390,6638173,True,0.08333333333333333,0.2886751345948129,1.0,0.0,820224,yandex.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1391,6649551,True,0.08333333333333333,0.2886751345948129,1.0,0.0,39936,cldmail.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1392,6656051,True,0.08333333333333333,0.2886751345948129,1.0,0.0,278528,emailsrvr.com,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1393,6656851,True,0.08333333333333333,0.2886751345948129,1.0,0.0,77824,qq.com,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1394,6662643,True,3.1666666666666665,2.0816659994661326,6.0,0.0,702881,cldmail.ru,13.466666666666667,14.0,1.4996295838935991,13.333333333333336,5.568777132399478,5.5677643628300215,0.34936311052826585,13.333333333333336
1395,6667914,True,0.08333333333333333,0.2886751345948129,1.0,0.0,28135936,attachmail.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1396,6668897,True,0.08333333333333333,0.2886751345948129,1.0,0.0,33733,ymail.com,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1397,6670421,True,0.25,0.4522670168666454,1.0,0.0,17417076,cldmail.ru,0.0,0.0,0.0,100.0,0.6666666666666666,1.0,0.4714045207910317,100.0
1398,6671262,True,0.08333333333333333,0.2886751345948129,1.0,0.0,14247937,email.cz,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1399,6678307,True,0.08333333333333333,0.2886751345948129,1.0,0.0,73216,interia.pl,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1400,6683026,True,0.08333333333333333,0.2886751345948129,1.0,0.0,795640,yandex.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1401,6685835,True,0.16666666666666666,0.3892494720807615,1.0,0.0,452696,live.com,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1402,6689139,True,0.08333333333333333,0.2886751345948129,1.0,0.0,8952220,cldmail.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1403,6694479,True,0.08333333333333333,0.2886751345948129,1.0,0.0,857088,yandex.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1404,6695558,True,0.08333333333333333,0.2886751345948129,1.0,0.0,6983,safe-mail.net,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1405,6702103,True,0.08333333333333333,0.2886751345948129,1.0,0.0,2502055,cldmail.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1406,6708992,True,0.08333333333333333,0.2886751345948129,1.0,0.0,1842437,datacloudmail.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1407,6710717,True,0.08333333333333333,0.2886751345948129,1.0,0.0,3687,aol.com,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1408,6719669,True,0.08333333333333333,0.2886751345948129,1.0,0.0,969,qq.com,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1409,6725060,True,0.08333333333333333,0.2886751345948129,1.0,0.0,3453,qq.com,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1410,6725492,True,0.08333333333333333,0.2886751345948129,1.0,0.0,783360,yandex.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1411,6726032,True,0.25,0.8660254037844386,3.0,0.0,547272,aol.com,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1412,6728884,True,0.08333333333333333,0.2886751345948129,1.0,0.0,276480,vnn.vn,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1413,6731450,True,0.5,0.6741998624632421,2.0,0.0,6116,uol.com.br,0.26666666666666666,0.0,0.44221663871405337,100.0,1.5561125223193062,1.7320508075688772,0.21255701481652944,100.0
1414,6732235,True,0.08333333333333333,0.2886751345948129,1.0,0.0,59392,free.fr,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1415,6733550,True,0.08333333333333333,0.2886751345948129,1.0,0.0,312320,cldmail.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1416,6737678,True,0.08333333333333333,0.2886751345948129,1.0,0.0,2514,mtsmail.ca,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1417,6742843,True,0.08333333333333333,0.2886751345948129,1.0,0.0,2896977,qq.com,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1418,6748159,True,0.08333333333333333,0.2886751345948129,1.0,0.0,816128,yandex.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1419,6748591,True,6.166666666666668,5.441145155760927,15.0,0.0,174592,cldmail.ru,63.13333333333333,64.0,16.479751885942402,13.333333333333336,10.3452167434324,10.95445115010332,1.8008767859219457,20.0
1420,6751144,True,0.08333333333333333,0.2886751345948129,1.0,0.0,857088,yandex.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1421,6761999,True,0.08333333333333333,0.2886751345948129,1.0,0.0,39498,virgilio.it,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1422,6762668,True,0.08333333333333333,0.2886751345948129,1.0,0.0,103424,aol.com,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1423,6773310,True,0.08333333333333333,0.2886751345948129,1.0,0.0,795640,yandex.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1424,6778864,True,0.08333333333333333,0.2886751345948129,1.0,0.0,23500,mail.bg,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1425,6780163,True,0.08333333333333333,0.2886751345948129,1.0,0.0,71494,onet.pl,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1426,6785507,True,0.08333333333333333,0.2886751345948129,1.0,0.0,783360,yandex.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1427,6798708,True,0.08333333333333333,0.2886751345948129,1.0,0.0,783360,yandex.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1428,6798840,True,0.08333333333333333,0.2886751345948129,1.0,0.0,1176147,ymail.com,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1429,6802050,True,0.08333333333333333,0.2886751345948129,1.0,0.0,23340,aol.com,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1430,6803114,True,0.08333333333333333,0.2886751345948129,1.0,0.0,1590736,ymail.com,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1431,6804643,True,0.08333333333333333,0.2886751345948129,1.0,0.0,1791864,datacloudmail.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1432,6805047,True,0.8333333333333334,1.19341628287971,3.0,0.0,12058343,cldmail.ru,2.533333333333333,3.0,0.49888765156985904,80.0,2.612766490826868,2.6457513110645907,0.2002946107086299,93.33333333333331
1433,6810501,True,0.08333333333333333,0.2886751345948129,1.0,0.0,10334,attachmail.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1434,6811109,True,0.08333333333333333,0.2886751345948129,1.0,0.0,857088,yandex.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1435,6816174,True,0.3333333333333333,0.6513389472789296,2.0,0.0,60416,aol.com,0.8,1.0,0.4,100.0,1.1428090415820635,1.4142135623730951,0.4767817402246222,100.0
1436,6820248,True,0.16666666666666666,0.38924947208076144,1.0,0.0,4849664,qq.com,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1437,6822597,True,0.25,0.4522670168666454,1.0,0.0,384512,ymail.com,0.0,0.0,0.0,100.0,0.8666666666666667,1.0,0.3399346342395189,100.0
1438,6823385,True,0.5833333333333334,0.6685579234215214,2.0,0.0,43008,rambler.ru,0.9333333333333332,1.0,0.24944382578492946,100.0,1.7659120775060384,1.7320508075688772,0.2855775455429003,93.33333333333331
1439,6825042,True,0.08333333333333333,0.2886751345948129,1.0,0.0,25899,aol.com,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1440,6828503,True,0.5,0.5222329678670935,1.0,0.0,8599288,attachmail.ru,0.8666666666666667,1.0,0.3399346342395189,100.0,1.7301855185152222,1.7320508075688772,0.27041586156673353,100.0
1441,6835733,True,0.08333333333333333,0.2886751345948129,1.0,0.0,35988,latinmail.com,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1442,6838086,True,0.08333333333333333,0.2886751345948129,1.0,0.0,4368,cldmail.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1443,6838375,True,0.08333333333333333,0.2886751345948129,1.0,0.0,820224,yandex.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1444,6839341,True,0.08333333333333333,0.2886751345948129,1.0,0.0,188327,yandex.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1445,6854169,True,0.3333333333333333,0.8876253645985944,3.0,0.0,353280,ymail.com,1.0,1.0,0.0,100.0,1.0,1.0,0.0,100.0
1446,6856560,True,0.6666666666666666,0.8876253645985945,2.0,0.0,9128834,cldmail.ru,1.7333333333333334,2.0,0.44221663871405337,100.0,2.18226020639324,2.23606797749979,0.4136105957611192,80.0
1447,6860603,True,0.08333333333333333,0.2886751345948129,1.0,0.0,9505058,attachmail.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1448,6862983,True,0.3333333333333333,1.1547005383792517,4.0,0.0,799744,yandex.ru,0.6666666666666666,1.0,0.4714045207910317,100.0,0.6666666666666666,1.0,0.4714045207910317,100.0
1449,6867415,True,0.08333333333333333,0.2886751345948129,1.0,0.0,138752,aol.com,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1450,6868278,True,0.08333333333333333,0.2886751345948129,1.0,0.0,265216,email.cz,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1451,6873025,True,0.08333333333333333,0.2886751345948129,1.0,0.0,104128,mail.bg,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1452,6873107,True,0.08333333333333333,0.2886751345948129,1.0,0.0,34016,sanriotown.com,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1453,6876638,True,0.08333333333333333,0.2886751345948129,1.0,0.0,857088,yandex.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1454,6880347,True,0.08333333333333333,0.2886751345948129,1.0,0.0,783360,yandex.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1455,6882394,True,0.08333333333333333,0.2886751345948129,1.0,0.0,145408,qq.com,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1456,6891476,True,0.08333333333333333,0.2886751345948129,1.0,0.0,199918,attachmail.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1457,6892327,True,0.08333333333333333,0.2886751345948129,1.0,0.0,820224,yandex.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1458,6894656,True,0.08333333333333333,0.2886751345948129,1.0,0.0,119808,tiscali.it,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1459,6902220,True,0.08333333333333333,0.2886751345948129,1.0,0.0,57856,networksolutionsemail.com,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1460,6906341,True,0.08333333333333333,0.2886751345948129,1.0,0.0,857088,yandex.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1461,6915281,True,0.08333333333333333,0.2886751345948129,1.0,0.0,8623076,datacloudmail.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1462,6919918,True,0.08333333333333333,0.2886751345948129,1.0,0.0,1327077,webmail-seguro.com.br,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1463,6920550,True,0.08333333333333333,0.2886751345948129,1.0,0.0,75776,ukr.net,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1464,6921467,True,0.08333333333333333,0.2886751345948129,1.0,0.0,52224,interia.pl,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1465,6923928,True,0.08333333333333333,0.2886751345948129,1.0,0.0,95957,freenet.de,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1466,6926411,True,0.08333333333333333,0.2886751345948129,1.0,0.0,595968,gmx.net,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1467,6926948,True,0.08333333333333333,0.2886751345948129,1.0,0.0,2398090,qq.com,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1468,6928702,True,0.16666666666666666,0.5773502691896257,2.0,0.0,816128,yandex.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1469,6929612,True,0.08333333333333333,0.2886751345948129,1.0,0.0,820224,yandex.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1470,6952569,True,0.08333333333333333,0.2886751345948129,1.0,0.0,16828,qq.com,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1471,6962998,True,0.08333333333333333,0.2886751345948129,1.0,0.0,6227192,cldmail.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1472,6964767,True,0.08333333333333333,0.2886751345948129,1.0,0.0,72192,abv.bg,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1473,6966675,True,0.08333333333333333,0.2886751345948129,1.0,0.0,76288,qq.com,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1474,6968707,True,0.08333333333333333,0.2886751345948129,1.0,0.0,15823872,ymail.com,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1475,6968939,True,0.08333333333333333,0.2886751345948129,1.0,0.0,189952,yandex.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1476,6970069,True,0.08333333333333333,0.2886751345948129,1.0,0.0,33733,mail.com,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1477,6971645,True,0.08333333333333333,0.2886751345948129,1.0,0.0,816112,yandex.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1478,6973208,True,0.08333333333333333,0.2886751345948129,1.0,0.0,62570,uol.com.br,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1479,6975782,True,0.08333333333333333,0.2886751345948129,1.0,0.0,565,aol.com,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1480,6980575,True,0.08333333333333333,0.2886751345948129,1.0,0.0,883,aol.com,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1481,7016399,True,0.3333333333333333,0.6513389472789296,2.0,0.0,21504,yandex.ru,0.8,1.0,0.4,100.0,1.1428090415820635,1.4142135623730951,0.4767817402246222,100.0
1482,7021564,True,0.08333333333333333,0.2886751345948129,1.0,0.0,820224,yandex.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1483,7034869,True,0.25,0.8660254037844386,3.0,0.0,857088,yandex.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1484,7035270,True,0.08333333333333333,0.2886751345948129,1.0,0.0,504832,cldmail.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1485,7035713,True,0.5,0.6741998624632421,2.0,0.0,629764,yandex.ru,0.8,1.0,0.4,86.66666666666669,1.6684833585297212,1.7320508075688772,0.12713489807831282,100.0
1486,7036685,True,0.08333333333333333,0.2886751345948129,1.0,0.0,62976,ukr.net,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1487,7039707,True,0.08333333333333333,0.2886751345948129,1.0,0.0,857088,yandex.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1488,7041306,True,0.08333333333333333,0.2886751345948129,1.0,0.0,799744,yandex.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1489,7056870,True,0.08333333333333333,0.2886751345948129,1.0,0.0,1717760,yandex.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1490,7062718,True,0.08333333333333333,0.2886751345948129,1.0,0.0,2763264,rambler.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1491,7066291,True,0.08333333333333333,0.2886751345948129,1.0,0.0,61440,interia.pl,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1492,7071423,True,0.08333333333333333,0.2886751345948129,1.0,0.0,29184,cldmail.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1493,7075950,True,0.08333333333333333,0.2886751345948129,1.0,0.0,568,aol.com,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1494,7077456,True,0.08333333333333333,0.2886751345948129,1.0,0.0,401408,aol.com,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1495,7079256,True,0.08333333333333333,0.2886751345948129,1.0,0.0,27644,tpg.com.au,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1496,7080145,True,0.25,0.4522670168666454,1.0,0.0,97920,yandex.ru,0.0,0.0,0.0,100.0,1.3865993248815558,1.4142135623730951,0.10332301569034934,100.0
1497,7082908,True,0.08333333333333333,0.2886751345948129,1.0,0.0,816128,yandex.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1498,7089941,True,0.08333333333333333,0.2886751345948129,1.0,0.0,431616,yandex.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1499,7100426,True,0.08333333333333333,0.2886751345948129,1.0,0.0,50922,aol.com,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1500,7109895,True,0.08333333333333333,0.2886751345948129,1.0,0.0,4274653,qq.com,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1501,7110627,True,0.08333333333333333,0.2886751345948129,1.0,0.0,766968,yandex.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1502,7117879,True,0.16666666666666666,0.38924947208076144,1.0,0.0,81077,yandex.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1503,7120148,True,0.08333333333333333,0.2886751345948129,1.0,0.0,820224,yandex.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1504,7122315,True,0.25,0.4522670168666454,1.0,0.0,2022177,free.fr,0.0,0.0,0.0,100.0,0.6990187582825714,1.0,0.666862886133593,100.0
1505,7125463,True,0.08333333333333333,0.2886751345948129,1.0,0.0,857088,yandex.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1506,7130623,True,0.08333333333333333,0.2886751345948129,1.0,0.0,8848,mail.bg,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1507,7131471,True,0.08333333333333333,0.2886751345948129,1.0,0.0,228352,free.fr,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1508,7140507,True,0.08333333333333333,0.2886751345948129,1.0,0.0,1306624,web.de,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1509,7144529,True,0.08333333333333333,0.2886751345948129,1.0,0.0,1422795,qq.com,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1510,7153282,True,0.08333333333333333,0.2886751345948129,1.0,0.0,1386674,rediff.com,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1511,7154368,True,0.08333333333333333,0.2886751345948129,1.0,0.0,272357,abv.bg,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1512,7154676,True,0.08333333333333333,0.2886751345948129,1.0,0.0,816128,yandex.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1513,7155159,True,0.08333333333333333,0.2886751345948129,1.0,0.0,166912,ukr.net,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1514,7156169,True,0.08333333333333333,0.2886751345948129,1.0,0.0,176338,cldmail.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1515,7156272,True,0.08333333333333333,0.2886751345948129,1.0,0.0,783360,yandex.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1516,7161366,True,0.08333333333333333,0.2886751345948129,1.0,0.0,139264,gmx.net,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1517,7173528,True,0.08333333333333333,0.2886751345948129,1.0,0.0,33733,aol.com,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1518,7174036,True,0.08333333333333333,0.2886751345948129,1.0,0.0,327680,cldmail.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1519,7174505,True,0.08333333333333333,0.2886751345948129,1.0,0.0,857088,yandex.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1520,7175838,True,0.08333333333333333,0.2886751345948129,1.0,0.0,277504,yandex.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1521,7181406,True,0.08333333333333333,0.2886751345948129,1.0,0.0,75264,comcast.net,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1522,7182529,True,0.08333333333333333,0.2886751345948129,1.0,0.0,791544,yandex.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1523,7184502,True,0.08333333333333333,0.2886751345948129,1.0,0.0,1690802,yandex.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1524,7189240,True,0.08333333333333333,0.2886751345948129,1.0,0.0,93696,ymail.com,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1525,7194997,True,0.08333333333333333,0.2886751345948129,1.0,0.0,1354245,datacloudmail.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1526,7197735,True,0.08333333333333333,0.2886751345948129,1.0,0.0,8767748,datacloudmail.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1527,7199608,True,0.08333333333333333,0.2886751345948129,1.0,0.0,65024,cldmail.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1528,7202213,True,0.08333333333333333,0.2886751345948129,1.0,0.0,237581,aol.com,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1529,7203911,True,0.08333333333333333,0.2886751345948129,1.0,0.0,70144,aol.com,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1530,7212074,True,0.08333333333333333,0.2886751345948129,1.0,0.0,30208,qq.com,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1531,7213182,True,0.08333333333333333,0.2886751345948129,1.0,0.0,51414,earthlink.net,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1532,7222248,True,0.16666666666666666,0.38924947208076144,1.0,0.0,2502451,cldmail.ru,0.0,0.0,0.0,100.0,0.26666666666666666,0.0,0.44221663871405337,100.0
1533,7222955,True,0.08333333333333333,0.2886751345948129,1.0,0.0,5812,earthlink.net,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1534,7225434,True,0.08333333333333333,0.2886751345948129,1.0,0.0,799744,yandex.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1535,7232599,True,0.08333333333333333,0.2886751345948129,1.0,0.0,1699740,yandex.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1536,7239308,True,0.08333333333333333,0.2886751345948129,1.0,0.0,533,aol.com,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1537,7246705,True,0.08333333333333333,0.2886751345948129,1.0,0.0,4484,abv.bg,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1538,7249716,True,0.08333333333333333,0.2886751345948129,1.0,0.0,581,aol.com,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1539,7249750,True,0.08333333333333333,0.2886751345948129,1.0,0.0,824312,yandex.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1540,7250901,True,0.08333333333333333,0.2886751345948129,1.0,0.0,3857835,cldmail.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1541,7255176,True,0.08333333333333333,0.2886751345948129,1.0,0.0,791536,yandex.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1542,7255845,True,0.16666666666666666,0.38924947208076144,1.0,0.0,53909,yandex.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1543,7259146,True,0.6666666666666666,0.8876253645985945,3.0,0.0,438440,aol.com,1.2666666666666666,1.0,0.4422166387140533,80.0,2.088666614861312,2.0,0.19357626911321116,73.33333333333333
1544,7261330,True,0.08333333333333333,0.2886751345948129,1.0,0.0,920,homestead.com,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1545,7264067,True,0.08333333333333333,0.2886751345948129,1.0,0.0,890360,gmx.net,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1546,7270507,True,0.08333333333333333,0.2886751345948129,1.0,0.0,3023410,cldmail.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1547,7271734,True,0.08333333333333333,0.2886751345948129,1.0,0.0,857088,yandex.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1548,7276337,True,0.08333333333333333,0.2886751345948129,1.0,0.0,461,qq.com,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1549,7289143,True,0.08333333333333333,0.2886751345948129,1.0,0.0,387124,ymail.com,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1550,7290061,True,0.08333333333333333,0.2886751345948129,1.0,0.0,799744,yandex.ru,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1551,7292932,True,0.08333333333333333,0.2886751345948129,1.0,0.0,1675264,qq.com,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1552,7296130,True,0.08333333333333333,0.2886751345948129,1.0,0.0,485376,gmx.net,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1553,7296289,True,0.08333333333333333,0.2886751345948129,1.0,0.0,906,aol.com,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
1554,7303967,True,0.6666666666666666,0.7784989441615231,2.0,0.0,603136,gmx.net,1.2666666666666666,1.0,0.7717224601860152,93.33333333333331,2.204592247166484,2.23606797749979,0.08024768158705405,66.66666666666667
1555,7304838,True,0.75,2.598076211353316,9.0,0.0,820224,yandex.ru,1.6,2.0,0.9521904571390466,33.333333333333336,1.5918876785007232,2.0,0.5766804016994547,33.333333333333336
1556,7306821,True,0.5,1.1677484162422844,4.0,0.0,646144,web.de,2.2666666666666666,2.0,0.6798692684790381,53.33333333333334,2.6673909353021745,2.6457513110645907,0.13549513497215904,73.33333333333333
