,Sha1ID,MoreThan10,Malicious,Day_Array,Hour_Array,Mean,Std,Size,WebFileUrlDomain
180,927671,False,True,[0 0 0 0 0 0 0 1 0 0 0 0],,0.08333333333333333,0.28867513459481287,3126372,qq.com
181,938401,False,True,[0 0 0 0 0 0 0 0 1 0 0 0],,0.08333333333333333,0.28867513459481287,75264,email.cz
182,960451,False,True,[0 0 0 0 0 0 1 0 0 0 0 0],,0.08333333333333333,0.28867513459481287,10493952,qq.com
183,960983,False,True,[0 0 0 0 0 0 0 0 0 1 0 0],,0.08333333333333333,0.28867513459481287,572,aol.com
184,962257,False,True,[0 0 0 0 0 0 0 0 0 1 0 0],,0.08333333333333333,0.28867513459481287,4497,qq.com
185,962459,False,True,[0 0 0 0 0 1 0 0 0 0 0 0],,0.08333333333333333,0.28867513459481287,114622,qq.com
186,966996,False,True,[0 0 0 1 0 0 0 0 0 0 0 0],,0.08333333333333333,0.28867513459481287,34375380,qq.com
187,973783,False,True,[0 1 0 0 0 0 0 0 0 0 0 0],,0.08333333333333333,0.28867513459481287,57344,optusnet.com.au
188,987417,False,True,[0 0 0 0 0 0 0 0 0 0 1 0],,0.08333333333333333,0.28867513459481287,820224,yandex.ru
189,990056,False,True,[0 0 0 0 0 0 0 0 1 0 0 0],,0.08333333333333333,0.28867513459481287,1797,yandex.ru
190,992327,False,True,[1 0 0 0 0 0 0 0 0 0 0 0],,0.08333333333333333,0.28867513459481287,7465,freemail.hu
191,992356,False,True,[0 0 0 1 0 0 0 0 0 0 0 0],,0.08333333333333333,0.28867513459481287,857088,yandex.ru
192,993963,False,True,[0 0 0 0 0 0 0 1 0 0 0 0],,0.08333333333333333,0.28867513459481287,34304,aol.com
193,1001609,False,True,[1 0 0 0 0 0 1 2 0 0 0 0],,0.3333333333333333,0.6513389472789296,5635854,cldmail.ru
194,1004758,False,True,[0 0 0 0 0 0 1 0 0 0 0 0],,0.08333333333333333,0.28867513459481287,720896,rediff.com
195,1006150,False,True,[0 0 0 0 0 0 0 0 0 1 0 0],,0.08333333333333333,0.28867513459481287,2458,uol.com.br
196,1008438,False,True,[0 1 0 0 0 0 0 0 0 0 0 0],,0.08333333333333333,0.28867513459481287,812032,yandex.ru
197,1011409,False,True,[1 0 0 0 0 0 0 0 0 0 0 0],,0.08333333333333333,0.28867513459481287,79360,interia.pl
198,1017794,False,True,[0 0 0 1 0 0 0 0 0 0 0 0],,0.08333333333333333,0.28867513459481287,857088,yandex.ru
199,1020501,False,True,[0 0 0 0 0 0 0 1 0 0 0 0],,0.08333333333333333,0.28867513459481287,196630,yandex.ru
200,1026520,False,True,[0 0 0 1 0 0 0 0 0 0 0 0],,0.08333333333333333,0.28867513459481287,677736,wp.pl
201,1030177,False,True,[0 0 0 0 0 0 0 0 0 0 1 0],,0.08333333333333333,0.28867513459481287,575,aol.com
202,1035550,False,True,[0 0 1 0 0 0 1 0 0 0 0 0],,0.16666666666666666,0.38924947208076144,19646,yandex.ru
203,1044961,False,True,[0 0 0 1 0 0 0 0 0 0 0 0],,0.08333333333333333,0.28867513459481287,857088,yandex.ru
204,1050742,False,True,[0 1 0 0 0 0 0 0 0 0 0 0],,0.08333333333333333,0.28867513459481287,81408,yandex.ru
205,1055321,False,True,[0 0 0 0 0 0 0 1 0 0 0 0],,0.08333333333333333,0.28867513459481287,890,aol.com
206,1055739,True,True,[2 1 0 0 1 0 0 2 1 0 0 0],,0.5833333333333334,0.792961461098759,429224,gmx.net
207,1057594,False,True,[0 0 0 0 0 1 0 0 0 0 0 0],,0.08333333333333333,0.28867513459481287,1769,onet.pl
208,1060814,False,True,[0 0 0 0 0 0 1 0 0 1 0 0],,0.16666666666666666,0.3892494720807615,6230776,attachmail.ru
209,1071986,False,True,[0 0 0 0 0 0 1 0 0 0 0 0],,0.08333333333333333,0.28867513459481287,28377,iprimus.com.au
210,1085457,False,True,[0 0 0 0 0 1 0 0 0 0 0 0],,0.08333333333333333,0.28867513459481287,10752,qq.com
211,1088381,False,True,[0 0 0 0 0 0 0 0 1 1 0 0],,0.16666666666666666,0.38924947208076144,603402,ymail.com
212,1089348,False,True,[0 0 0 0 0 0 1 0 1 0 0 0],,0.16666666666666666,0.38924947208076144,1049856,cldmail.ru
213,1089553,False,True,[0 0 0 0 0 0 0 0 1 0 0 0],,0.08333333333333333,0.28867513459481287,224256,ymail.com
214,1097550,False,True,[0 0 0 1 0 0 0 0 0 0 0 0],,0.08333333333333333,0.28867513459481287,857088,yandex.ru
215,1103026,True,True,[3 1 1 2 4 1 2 1 1 1 2 0],,1.5833333333333333,1.0836246694508318,4021049,abv.bg
216,1114403,False,True,[0 0 0 0 0 0 0 0 1 0 0 0],,0.08333333333333333,0.28867513459481287,1819,ymail.com
